node_id,name,parent_node_id,node_type,parent_relation,context,identifier,description
JAVA:382,Ignored Test Case,JAVA:504,concept,subconcept of,Java software programming,Medium,Ignored Test Case: Java software programming: Web programming
JAVA:383,IIOP,JAVA:727,concept,related,Java software programming,Medium,IIOP: Java software programming: Web programming
JAVA:385,Immutable,JAVA:386,concept,related,Java software programming,Medium,Immutable: Java software programming: Web programming
JAVA:386,Immutable Objects,JAVA:565,concept,related,Java software programming,Medium,Immutable Objects: Java software programming: Web programming
JAVA:388,Imperative Programming,JAVA:682,concept,subconcept of,Java software programming,Medium,Imperative Programming: Java software programming: Web programming
JAVA:390,Inheritance,JAVA:284,concept,related,Java software programming,Medium,Inheritance: Java software programming: Web programming
JAVA:391,Inheritance,JAVA:610,concept,subconcept of,Java software programming,Medium,Inheritance: Java software programming: Web programming
JAVA:392,Inheritance,JAVA:268,concept,related,Java software programming,Medium,Inheritance: Java software programming: Web programming
JAVA:393,",Number Theory,Permutations",JAVA:119,concept,subconcept of,Java software programming,Medium,Inner Class: Java software programming: Web programming
JAVA:394,Insert,JAVA:842,concept,subconcept of,Java software programming,Medium,Insert: Java software programming: Web programming
JAVA:395,Insert,JAVA:618,concept,subconcept of,Java software programming,Medium,Insert: Java software programming: Web programming
JAVA:396,Instability,JAVA:202,concept,subconcept of,Java software programming,Easy,Instability: Java software programming: Web programming
JAVA:398,Instance,JAVA:606,concept,same as,Java software programming,Easy,Instance: Java software programming: Web programming
JAVA:401,Intellij Idea,JAVA:374,concept,subconcept of,Java software programming,Easy,Intellij Idea: Java software programming: Web programming
JAVA:402,Interaction Diagram,JAVA:78,concept,subconcept of,Java software programming,Easy,Interaction Diagram: Java software programming: Web programming
JAVA:403,Interface,JAVA:716,concept,related,Java software programming,Easy,Interface: Java software programming: Web programming
JAVA:404,Interface,JAVA:579,concept,subconcept of,Java software programming,Easy,Interface: Java software programming: Web programming
JAVA:405,Interface,JAVA:433,concept,subconcept of,Java software programming,Easy,Interface: Java software programming: Web programming
JAVA:406,Interface Segregation,JAVA:830,concept,subconcept of,Java software programming,Easy,Interface Segregation: Java software programming: Web programming
JAVA:407,Interpreted JVM Languages,JAVA:681,concept,subconcept of,Java software programming,Easy,Interpreted JVM Languages: Java software programming: Web programming
JAVA:408,Interpreter,JAVA:407,concept,related,Java software programming,Easy,Interpreter: Java software programming: Web programming
JAVA:409,Interrupt,JAVA:909,concept,subconcept of,Java software programming,Easy,Interrupt: Java software programming: Web programming
JAVA:410,Intrinsic Lock,JAVA:537,concept,subconcept of,Java software programming,Easy,Intrinsic Lock: Java software programming: Web programming
JAVA:411,iPlanet,JAVA:417,concept,subconcept of,Java software programming,Easy,iPlanet: Java software programming: Web programming
JAVA:412,Issue Tracking,JAVA:902,concept,subconcept of,Java software programming,Easy,Issue Tracking: Java software programming: Web programming
JAVA:413,Iterate,JAVA:618,concept,subconcept of,Java software programming,Easy,Iterate: Java software programming: Web programming
JAVA:414,Iterator,JAVA:413,concept,subconcept of,Java software programming,Easy,Iterator: Java software programming: Web programming
JAVA:415,J2EE,JAVA:993,concept,subconcept of,Java software programming,Easy,J2EE: Java software programming: Web programming
JAVA:416,J2EE Application,JAVA:415,concept,subconcept of,Java software programming,Easy,J2EE Application: Java software programming: Web programming
JAVA:417,J2EE Server,JAVA:163,concept,subconcept of,Java software programming,Easy,J2EE Server: Java software programming: Web programming
JAVA:418,Jacl,JAVA:407,concept,subconcept of,Java software programming,Easy,Jacl: Java software programming: Web programming
JAVA:419,Jacl,JAVA:884,concept,related,Java software programming,Easy,Jacl: Java software programming: Web programming
JAVA:420,Jar,JAVA:432,concept,subconcept of,Java software programming,Easy,Jar: Java software programming: Web programming
JAVA:421,Jar Signature,JAVA:422,concept,related,Java software programming,Easy,Jar Signature: Java software programming: Web programming
JAVA:422,Jarsigner,JAVA:466,concept,subconcept of,Java software programming,Easy,Jarsigner: Java software programming: Web programming
JAVA:423,Java,JAVA:834,concept,related,Java software programming,Easy,Java: Java software programming: Web programming
JAVA:424,Java,JAVA:388,concept,subconcept of,Java software programming,Easy,Java: Java software programming: Web programming
JAVA:425,Java,JAVA:489,concept,related,Java software programming,Easy,Java: Java software programming: Web programming
JAVA:426,Java,JAVA:512,concept,subconcept of,Java software programming,Easy,Java: Java software programming: Web programming
JAVA:427,Java,JAVA:903,concept,subconcept of,Java software programming,Easy,Java: Java software programming: Web programming
JAVA:428,Java,JAVA:681,concept,subconcept of,Java software programming,Easy,Java: Java software programming: Web programming
JAVA:429,Java,JAVA:506,concept,related,Java software programming,Easy,Java: Java software programming: Web programming
JAVA:430,Java,JAVA:465,concept,related,Java software programming,Easy,Java: Java software programming: Web programming
JAVA:431,Java Applets,JAVA:441,concept,related,Java software programming,Easy,Java Applets: Java software programming: Web programming
JAVA:432,Java Archive,JAVA:415,concept,related,Java software programming,Easy,Java Archive: Java software programming: Web programming
JAVA:433,Java Classes,JAVA:680,concept,subconcept of,Java software programming,Easy,Java Classes: Java software programming: Web programming
JAVA:434,Java Collections Framework,JAVA:523,concept,subconcept of,Java software programming,Easy,Java Collections Framework: Java software programming: Web programming
JAVA:435,Java Heap Dump Browser,JAVA:340,concept,related,Java software programming,Easy,Java Heap Dump Browser: Java software programming: Web programming
JAVA:436,Java Policy Files,JAVA:663,concept,related,Java software programming,Easy,Java Policy Files: Java software programming: Web programming
JAVA:437,Java Process Status,JAVA:367,concept,related,Java software programming,Easy,Java Process Status: Java software programming: Web programming
JAVA:441,Java Web Start,JAVA:506,concept,subconcept of,Java software programming,Easy,Java Web Start: Java software programming: Web programming
JAVA:442,Javac,JAVA:75,concept,subconcept of,Java software programming,Easy,Javac: Java software programming: Web programming
JAVA:443,Javac,JAVA:147,concept,related,Java software programming,Easy,Javac: Java software programming: Web programming
JAVA:444,Javadoc,JAVA:134,concept,related,Java software programming,Easy,Javadoc: Java software programming: Web programming
JAVA:445,Javadoc,JAVA:224,concept,related,Java software programming,Easy,Javadoc: Java software programming: Web programming
JAVA:446,Javadoc,JAVA:75,concept,subconcept of,Java software programming,Easy,Javadoc: Java software programming: Web programming
JAVA:448,Javah,JAVA:75,concept,subconcept of,Java software programming,Easy,Javah: Java software programming: Web programming
JAVA:449,Javah,JAVA:993,concept,related,Java software programming,Easy,Javah: Java software programming: Web programming
JAVA:450,Javap,JAVA:219,concept,related,Java software programming,Easy,Javap: Java software programming: Web programming
JAVA:451,Javap,JAVA:75,concept,subconcept of,Java software programming,Easy,Javap: Java software programming: Web programming
JAVA:452,Javascript,JAVA:681,concept,subconcept of,Java software programming,Easy,Javascript: Java software programming: Web programming
JAVA:453,JavaScript,JAVA:369,concept,subconcept of,Java software programming,Easy,JavaScript: Java software programming: Web programming
JAVA:454,Javascript,JAVA:903,concept,subconcept of,Java software programming,Easy,Javascript: Java software programming: Web programming
JAVA:455,Javascript,JAVA:388,concept,subconcept of,Java software programming,Easy,Javascript: Java software programming: Web programming
JAVA:456,Javaws,JAVA:75,concept,subconcept of,Java software programming,Easy,Javaws: Java software programming: Web programming
JAVA:457,Javaws,JAVA:441,concept,related,Java software programming,Easy,Javaws: Java software programming: Web programming
JAVA:458,JAX-WS,JAVA:981,concept,subconcept of,Java software programming,Easy,JAX-WS: Java software programming: Web programming
JAVA:459,JAXB,JAVA:981,concept,related,Java software programming,Easy,JAXB: Java software programming: Web programming
JAVA:460,JBOSS,JAVA:417,concept,subconcept of,Java software programming,Easy,JBOSS: Java software programming: Web programming
JAVA:461,JConsole,JAVA:583,concept,subconcept of,Java software programming,Easy,JConsole: Java software programming: Web programming
JAVA:462,Jdb,JAVA:75,concept,subconcept of,Java software programming,Easy,Jdb: Java software programming: Web programming
JAVA:463,Jdb,JAVA:194,concept,related,Java software programming,Easy,Jdb: Java software programming: Web programming
JAVA:464,JDBC,JAVA:185,concept,subconcept of,Java software programming,Easy,JDBC: Java software programming: Web programming
JAVA:465,JDK,JAVA:467,concept,related,Java software programming,Easy,JDK: Java software programming: Web programming
JAVA:466,JDK Security Tools,JAVA:467,concept,subconcept of,Java software programming,Easy,JDK Security Tools: Java software programming: Web programming
JAVA:467,JDK Tools,JAVA:993,concept,subconcept of,Java software programming,Easy,JDK Tools: Java software programming: Web programming
JAVA:468,Jetty,JAVA:963,concept,subconcept of,Java software programming,Easy,Jetty: Java software programming: Web programming
JAVA:469,Jhat,JAVA:927,concept,subconcept of,Java software programming,Easy,Jhat: Java software programming: Web programming
JAVA:470,Jhat,JAVA:435,concept,same as,Java software programming,Easy,Jhat: Java software programming: Web programming
JAVA:471,Jira,JAVA:94,concept,subconcept of,Java software programming,Easy,Jira: Java software programming: Web programming
JAVA:472,JIT Compiler,JAVA:147,concept,related,Java software programming,Easy,JIT Compiler: Java software programming: Web programming
JAVA:473,Jmap,JAVA:927,concept,subconcept of,Java software programming,Easy,Jmap: Java software programming: Web programming
JAVA:474,Jmap,JAVA:568,concept,same as,Java software programming,Easy,Jmap: Java software programming: Web programming
JAVA:475,JMS,JAVA:416,concept,subconcept of,Java software programming,Easy,JMS: Java software programming: Web programming
JAVA:476,JMX,JAVA:461,concept,related,Java software programming,Easy,JMX: Java software programming: Web programming
JAVA:477,JNDI,JAVA:416,concept,subconcept of,Java software programming,Easy,JNDI: Java software programming: Web programming
JAVA:478,JNI,JAVA:110,concept,related,Java software programming,Easy,JNI: Java software programming: Web programming
JAVA:479,Join,JAVA:842,concept,subconcept of,Java software programming,Easy,Join: Java software programming: Web programming
JAVA:480,Join,JAVA:909,concept,subconcept of,Java software programming,Easy,Join: Java software programming: Web programming
JAVA:481,JPA,JAVA:625,concept,subconcept of,Java software programming,Easy,JPA: Java software programming: Web programming
JAVA:482,JPA,JAVA:834,concept,subconcept of,Java software programming,Easy,JPA: Java software programming: Web programming
JAVA:483,JPA,JAVA:344,concept,related,Java software programming,Easy,JPA: Java software programming: Web programming
JAVA:485,JPDA,JAVA:467,concept,subconcept of,Java software programming,Easy,JPDA: Java software programming: Web programming
JAVA:486,Jps,JAVA:583,concept,subconcept of,Java software programming,Easy,Jps: Java software programming: Web programming
JAVA:487,Jps,JAVA:437,concept,same as,Java software programming,Easy,Jps: Java software programming: Web programming
JAVA:488,jQuery,JAVA:452,concept,subconcept of,Java software programming,Easy,jQuery: Java software programming: Web programming
JAVA:489,JRE,JAVA:506,concept,related,Java software programming,Hard,JRE: Java software programming: Web programming
JAVA:490,JRockit,JAVA:465,concept,subconcept of,Java software programming,Hard,JRockit: Java software programming: Web programming
JAVA:491,JRuby,JAVA:407,concept,subconcept of,Java software programming,Hard,JRuby: Java software programming: Web programming
JAVA:492,JRuby,JAVA:751,concept,related,Java software programming,Hard,JRuby: Java software programming: Web programming
JAVA:493,JSF,JAVA:958,concept,subconcept of,Java software programming,Hard,JSF: Java software programming: Web programming
JAVA:494,JSP,JAVA:958,concept,subconcept of,Java software programming,Hard,JSP: Java software programming: Web programming
JAVA:495,JSP,JAVA:369,concept,subconcept of,Java software programming,Hard,JSP: Java software programming: Web programming
JAVA:496,Jstack,JAVA:927,concept,subconcept of,Java software programming,Hard,Jstack: Java software programming: Web programming
JAVA:497,Jstack,JAVA:906,concept,related,Java software programming,Hard,Jstack: Java software programming: Web programming
JAVA:498,Jstat,JAVA:583,concept,subconcept of,Java software programming,Hard,Jstat: Java software programming: Web programming
JAVA:499,Jstat,JAVA:514,concept,same as,Java software programming,Hard,Jstat: Java software programming: Web programming
JAVA:500,JstatD,JAVA:514,concept,related,Java software programming,Hard,JstatD: Java software programming: Web programming
JAVA:501,JstatD,JAVA:583,concept,subconcept of,Java software programming,Hard,JstatD: Java software programming: Web programming
JAVA:502,JstatD,JAVA:511,concept,same as,Java software programming,Hard,JstatD: Java software programming: Web programming
JAVA:503,JTA,JAVA:467,concept,subconcept of,Java software programming,Hard,JTA: Java software programming: Web programming
JAVA:504,Junit,JAVA:935,concept,subconcept of,Java software programming,Hard,Junit: Java software programming: Web programming
JAVA:505,JUNIT,JAVA:935,concept,subconcept of,Java software programming,Hard,JUNIT: Java software programming: Web programming
JAVA:506,JVM,JAVA:408,concept,related,Java software programming,Hard,JVM: Java software programming: Web programming
JAVA:507,JVM,JAVA:367,concept,related,Java software programming,Hard,JVM: Java software programming: Web programming
JAVA:508,JVM,JAVA:512,concept,related,Java software programming,Hard,JVM: Java software programming: Web programming
JAVA:509,JVM,JAVA:109,concept,related,Java software programming,Hard,JVM: Java software programming: Web programming
JAVA:510,JVM,JAVA:946,concept,related,Java software programming,Hard,JVM: Java software programming: Web programming
JAVA:511,JVM Jstat Daemon,JAVA:467,concept,subconcept of,Java software programming,Hard,JVM Jstat Daemon: Java software programming: Web programming
JAVA:512,JVM Languages,JAVA:407,concept,related,Java software programming,Hard,JVM Languages: Java software programming: Web programming
JAVA:513,JVM Languages,JAVA:109,concept,related,Java software programming,Hard,JVM Languages: Java software programming: Web programming
JAVA:514,JVM Statistics,JAVA:367,concept,related,Java software programming,Hard,JVM Statistics: Java software programming: Web programming
JAVA:515,Jython,JAVA:699,concept,related,Java software programming,Hard,Jython: Java software programming: Web programming
JAVA:516,Jython,JAVA:407,concept,subconcept of,Java software programming,Hard,Jython: Java software programming: Web programming
JAVA:517,Keygen,JAVA:466,concept,subconcept of,Java software programming,Hard,Keygen: Java software programming: Web programming
JAVA:518,Keystore,JAVA:517,concept,related,Java software programming,Hard,Keystore: Java software programming: Web programming
JAVA:523,Libraries,JAVA:187,concept,subconcept of,Java software programming,Hard,Libraries: Java software programming: Web programming
JAVA:524,Licence Plugin,JAVA:560,concept,subconcept of,Java software programming,Hard,Licence Plugin: Java software programming: Web programming
JAVA:525,Lightweight Process,JAVA:591,concept,subconcept of,Java software programming,Hard,Lightweight Process: Java software programming: Web programming
JAVA:526,Linear,JAVA:13,concept,subconcept of,Java software programming,Hard,Linear: Java software programming: Web programming
JAVA:527,Linear Probing,JAVA:329,concept,subconcept of,Java software programming,Hard,Linear Probing: Java software programming: Web programming
JAVA:528,Linear Search,JAVA:777,concept,subconcept of,Java software programming,Hard,Linear Search: Java software programming: Web programming
JAVA:529,Linked List,JAVA:532,concept,subconcept of,Java software programming,Hard,Linked List: Java software programming: Web programming
JAVA:530,Liskov Substituion Principle,JAVA:830,concept,subconcept of,Java software programming,Hard,Liskov Substituion Principle: Java software programming: Web programming
JAVA:531,Lisp,JAVA:280,concept,subconcept of,Java software programming,Hard,Lisp: Java software programming: Web programming
JAVA:532,List,JAVA:624,concept,subconcept of,Java software programming,Hard,List: Java software programming: Web programming
JAVA:537,Lock,JAVA:875,concept,subconcept of,Java software programming,Hard,Lock: Java software programming: Web programming
JAVA:538,Lock Objects,JAVA:537,concept,subconcept of,Java software programming,Hard,Lock Objects: Java software programming: Web programming
JAVA:539,Logarithmic,JAVA:13,concept,subconcept of,Java software programming,Hard,Logarithmic: Java software programming: Web programming
JAVA:540,Logic Programming,JAVA:274,concept,subconcept of,Java software programming,Hard,Logic Programming: Java software programming: Web programming
JAVA:541,Logic Programming,JAVA:682,concept,subconcept of,Java software programming,Hard,Logic Programming: Java software programming: Web programming
JAVA:542,Loose Coupling,JAVA:211,concept,subconcept of,Java software programming,Hard,Loose Coupling: Java software programming: Web programming
JAVA:545,Managed Operations,JAVA:127,concept,subconcept of,Java software programming,Hard,Managed Operations: Java software programming: Web programming
JAVA:546,Management Automation,JAVA:127,concept,subconcept of,Java software programming,Hard,Management Automation: Java software programming: Web programming
JAVA:547,Manifest File,JAVA:432,concept,related,Java software programming,Hard,Manifest File: Java software programming: Web programming
JAVA:551,Map,JAVA:588,concept,subconcept of,Java software programming,Hard,Map: Java software programming: Web programming
JAVA:552,Markup Language,JAVA:903,concept,subconcept of,Java software programming,Hard,Markup Language: Java software programming: Web programming
JAVA:553,Markup Language,JAVA:681,concept,subconcept of,Java software programming,Hard,Markup Language: Java software programming: Web programming
JAVA:554,Markup Language,JAVA:982,concept,related,Java software programming,Hard,Markup Language: Java software programming: Web programming
JAVA:555,Markup Language,JAVA:388,concept,subconcept of,Java software programming,Hard,Markup Language: Java software programming: Web programming
JAVA:557,Maven,JAVA:99,concept,subconcept of,Java software programming,Hard,Maven: Java software programming: Web programming
JAVA:558,Maven,JAVA:669,concept,related,Java software programming,Hard,Maven: Java software programming: Web programming
JAVA:559,Maven Junit Plugin,JAVA:504,concept,subconcept of,Java software programming,Hard,Maven Junit Plugin: Java software programming: Web programming
JAVA:560,Maven Plugins,JAVA:557,concept,subconcept of,Java software programming,Hard,Maven Plugins: Java software programming: Web programming
JAVA:561,Maven Repository,JAVA:557,concept,related,Java software programming,Hard,Maven Repository: Java software programming: Web programming
JAVA:564,Memory,JAVA:506,concept,subconcept of,Java software programming,Hard,Memory: Java software programming: Web programming
JAVA:565,Memory Consistency Errors,JAVA:170,concept,subconcept of,Java software programming,Hard,Memory Consistency Errors: Java software programming: Web programming
JAVA:566,Memory Management,JAVA:904,concept,subconcept of,Java software programming,Hard,Memory Management: Java software programming: Web programming
JAVA:567,Memory Management,JAVA:680,concept,subconcept of,Java software programming,Hard,Memory Management: Java software programming: Web programming
JAVA:568,Memory Map,JAVA:340,concept,related,Java software programming,Hard,Memory Map: Java software programming: Web programming
JAVA:569,Mercurial,JAVA:944,concept,subconcept of,Java software programming,Hard,Mercurial: Java software programming: Web programming
JAVA:570,Mercury,JAVA:540,concept,subconcept of,Java software programming,Hard,Mercury: Java software programming: Web programming
JAVA:572,Merge Sort,JAVA:832,concept,subconcept of,Java software programming,Hard,Merge Sort: Java software programming: Web programming
JAVA:573,Message Driven Beans,JAVA:240,concept,subconcept of,Java software programming,Hard,Message Driven Beans: Java software programming: Web programming
JAVA:574,Message Driven Beans,JAVA:475,concept,related,Java software programming,Hard,Message Driven Beans: Java software programming: Web programming
JAVA:575,Messaging,JAVA:53,concept,subconcept of,Java software programming,Hard,Messaging: Java software programming: Web programming
JAVA:576,Metering,JAVA:711,concept,subconcept of,Java software programming,Hard,Metering: Java software programming: Web programming
JAVA:577,Methods,JAVA:119,concept,subconcept of,Java software programming,Hard,Methods: Java software programming: Web programming
JAVA:578,Metrics,JAVA:542,concept,subconcept of,Java software programming,Hard,Metrics: Java software programming: Web programming
JAVA:579,Modeling,JAVA:611,concept,subconcept of,Java software programming,Hard,Modeling: Java software programming: Web programming
JAVA:580,Modeling,JAVA:931,concept,related,Java software programming,Hard,Modeling: Java software programming: Web programming
JAVA:581,Modifier,JAVA:577,concept,related,Java software programming,Hard,Modifier: Java software programming: Web programming
JAVA:582,Modifier,JAVA:267,concept,related,Java software programming,Hard,Modifier: Java software programming: Web programming
JAVA:583,Monitoring Tools,JAVA:927,concept,related,Java software programming,Hard,Monitoring Tools: Java software programming: Web programming
JAVA:584,Monitoring Tools,JAVA:467,concept,subconcept of,Java software programming,Hard,Monitoring Tools: Java software programming: Web programming
JAVA:585,Multi Processing,JAVA:591,concept,related,Java software programming,Hard,Multi Processing: Java software programming: Web programming
JAVA:586,Multi Tasking,JAVA:591,concept,related,Java software programming,Hard,Multi Tasking: Java software programming: Web programming
JAVA:587,MultiDimensional Array,JAVA:54,concept,subconcept of,Java software programming,Hard,MultiDimensional Array: Java software programming: Web programming
JAVA:588,Multidimensional Collection,JAVA:187,concept,subconcept of,Java software programming,Hard,Multidimensional Collection: Java software programming: Web programming
JAVA:589,MultiMap,JAVA:551,concept,subconcept of,Java software programming,Hard,MultiMap: Java software programming: Web programming
JAVA:590,MultiSet,JAVA:808,concept,subconcept of,Java software programming,Hard,MultiSet: Java software programming: Web programming
JAVA:591,MultiThreading,JAVA:680,concept,subconcept of,Java software programming,Hard,MultiThreading: Java software programming: Web programming
JAVA:592,Mutable,JAVA:386,concept,related,Java software programming,Hard,Mutable: Java software programming: Web programming
JAVA:593,Mutex,JAVA:875,concept,subconcept of,Java software programming,Hard,Mutex: Java software programming: Web programming
JAVA:594,MVC,JAVA:53,concept,subconcept of,Java software programming,Hard,MVC: Java software programming: Web programming
JAVA:595,N Log N,JAVA:13,concept,subconcept of,Java software programming,Hard,N Log N: Java software programming: Web programming
JAVA:597,Native Programming,JAVA:478,concept,subconcept of,Java software programming,Hard,Native Programming: Java software programming: Web programming
JAVA:598,Natural Sort Order,JAVA:831,concept,subconcept of,Java software programming,Hard,Natural Sort Order: Java software programming: Web programming
JAVA:599,Netbeans,JAVA:374,concept,subconcept of,Java software programming,Hard,Netbeans: Java software programming: Web programming
JAVA:600,Nightly Builds,JAVA:99,concept,subconcept of,Java software programming,Hard,Nightly Builds: Java software programming: Web programming
JAVA:602,Normalization,JAVA:211,concept,subconcept of,Java software programming,Hard,Normalization: Java software programming: Web programming
JAVA:603,Notify,JAVA:909,concept,subconcept of,Java software programming,Hard,Notify: Java software programming: Web programming
JAVA:604,NUNIT,JAVA:935,concept,subconcept of,Java software programming,Hard,NUNIT: Java software programming: Web programming
JAVA:605,OAuth,JAVA:66,concept,subconcept of,Java software programming,Hard,OAuth: Java software programming: Web programming
JAVA:606,Object,JAVA:579,concept,subconcept of,Java software programming,Hard,Object: Java software programming: Web programming
JAVA:607,Object,JAVA:433,concept,subconcept of,Java software programming,Hard,Object: Java software programming: Web programming
JAVA:609,Object Diagram,JAVA:859,concept,subconcept of,Java software programming,Hard,Object Diagram: Java software programming: Web programming
JAVA:610,Object Orientation Concepts,JAVA:611,concept,subconcept of,Java software programming,Hard,Object Orientation Concepts: Java software programming: Web programming
JAVA:611,Object Oriented Design,JAVA:993,concept,subconcept of,Java software programming,Hard,Object Oriented Design: Java software programming: Web programming
JAVA:612,Old Generation,JAVA:286,concept,subconcept of,Java software programming,Hard,Old Generation: Java software programming: Web programming
JAVA:615,Open Close Principle,JAVA:830,concept,subconcept of,Java software programming,Hard,Open Close Principle: Java software programming: Web programming
JAVA:616,Open Source Components,JAVA:827,concept,subconcept of,Java software programming,Hard,Open Source Components: Java software programming: Web programming
JAVA:617,OpenJDK,JAVA:465,concept,subconcept of,Java software programming,Hard,OpenJDK: Java software programming: Web programming
JAVA:618,Operations on Collections,JAVA:532,concept,subconcept of,Java software programming,Hard,Operations on Collections: Java software programming: Web programming
JAVA:619,ORB,JAVA:729,concept,subconcept of,Java software programming,Hard,ORB: Java software programming: Web programming
JAVA:620,orbd,JAVA:740,concept,subconcept of,Java software programming,Hard,orbd: Java software programming: Web programming
JAVA:621,orbd,JAVA:619,concept,related,Java software programming,Hard,orbd: Java software programming: Web programming
JAVA:624,Ordered Collection,JAVA:187,concept,subconcept of,Java software programming,Hard,Ordered Collection: Java software programming: Web programming
JAVA:625,ORM,JAVA:464,concept,related,Java software programming,Hard,ORM: Java software programming: Web programming
JAVA:626,ORM,JAVA:185,concept,related,Java software programming,Hard,ORM: Java software programming: Web programming
JAVA:629,Out Of Memory Error,JAVA:341,concept,subconcept of,Java software programming,Hard,Out Of Memory Error: Java software programming: Web programming
JAVA:630,Out Of Memory Error,JAVA:848,concept,related,Java software programming,Hard,Out Of Memory Error: Java software programming: Web programming
JAVA:631,PaaS,JAVA:127,concept,subconcept of,Java software programming,Hard,PaaS: Java software programming: Web programming
JAVA:633,Package Cohesion Principle,JAVA:213,concept,subconcept of,Java software programming,Hard,Package Cohesion Principle: Java software programming: Web programming
JAVA:634,Package Coupling Principle,JAVA:213,concept,subconcept of,Java software programming,Hard,Package Coupling Principle: Java software programming: Web programming
JAVA:635,Package Diagram,JAVA:859,concept,subconcept of,Java software programming,Hard,Package Diagram: Java software programming: Web programming
JAVA:637,Parallel GC,JAVA:283,concept,subconcept of,Java software programming,Hard,Parallel GC: Java software programming: Web programming
JAVA:638,Parameterized Test,JAVA:504,concept,subconcept of,Java software programming,Hard,Parameterized Test: Java software programming: Web programming
JAVA:639,Parameters,JAVA:267,concept,related,Java software programming,Hard,Parameters: Java software programming: Web programming
JAVA:640,Parameters,JAVA:207,concept,related,Java software programming,Hard,Parameters: Java software programming: Web programming
JAVA:641,Parameters,JAVA:577,concept,related,Java software programming,Hard,Parameters: Java software programming: Web programming
JAVA:642,Pass By Reference,JAVA:639,concept,subconcept of,Java software programming,Easy,Pass By Reference: Java software programming: Web programming
JAVA:643,Pass By Reference,JAVA:719,concept,related,Java software programming,Easy,Pass By Reference: Java software programming: Web programming
JAVA:644,Pass By Value,JAVA:639,concept,subconcept of,Java software programming,Easy,Pass By Value: Java software programming: Web programming
JAVA:645,Patch,JAVA:826,concept,subconcept of,Java software programming,Easy,Patch: Java software programming: Web programming
JAVA:646,Pay Per Use,JAVA:127,concept,subconcept of,Java software programming,Easy,Pay Per Use: Java software programming: Web programming
JAVA:647,Peek,JAVA:708,concept,related,Java software programming,Easy,Peek: Java software programming: Web programming
JAVA:648,Peek,JAVA:618,concept,related,Java software programming,Easy,Peek: Java software programming: Web programming
JAVA:649,Peek,JAVA:845,concept,related,Java software programming,Easy,Peek: Java software programming: Web programming
JAVA:651,Perfect Hash Function,JAVA:329,concept,subconcept of,Java software programming,Easy,Perfect Hash Function: Java software programming: Web programming
JAVA:652,Permanent Generation,JAVA:286,concept,subconcept of,Java software programming,Easy,Permanent Generation: Java software programming: Web programming
JAVA:653,PermGenSpace,JAVA:652,concept,related,Java software programming,Easy,PermGenSpace: Java software programming: Web programming
JAVA:654,PermGenSpace,JAVA:341,concept,subconcept of,Java software programming,Easy,PermGenSpace: Java software programming: Web programming
JAVA:656,PHP,JAVA:681,concept,subconcept of,Java software programming,Easy,PHP: Java software programming: Web programming
JAVA:657,PHP,JAVA:388,concept,subconcept of,Java software programming,Easy,PHP: Java software programming: Web programming
JAVA:658,PHP,JAVA:903,concept,subconcept of,Java software programming,Easy,PHP: Java software programming: Web programming
JAVA:660,Pipes and Filter,JAVA:53,concept,subconcept of,Java software programming,Easy,Pipes and Filter: Java software programming: Web programming
JAVA:662,Pointer,JAVA:719,concept,related,Java software programming,Easy,Pointer: Java software programming: Web programming
JAVA:663,Policytool,JAVA:466,concept,subconcept of,Java software programming,Easy,Policytool: Java software programming: Web programming
JAVA:664,Polylogarithmic,JAVA:526,concept,subconcept of,Java software programming,Easy,Polylogarithmic: Java software programming: Web programming
JAVA:666,Polymorphism,JAVA:284,concept,related,Java software programming,Easy,Polymorphism: Java software programming: Web programming
JAVA:667,Polymorphism,JAVA:610,concept,subconcept of,Java software programming,Easy,Polymorphism: Java software programming: Web programming
JAVA:668,Polynomial,JAVA:13,concept,subconcept of,Java software programming,Easy,Polynomial: Java software programming: Web programming
JAVA:669,POM,JAVA:557,concept,subconcept of,Java software programming,Easy,POM: Java software programming: Web programming
JAVA:670,POM,JAVA:557,concept,subconcept of,Java software programming,Easy,POM: Java software programming: Web programming
JAVA:671,Pop,JAVA:618,concept,related,Java software programming,Easy,Pop: Java software programming: Web programming
JAVA:672,Pop,JAVA:845,concept,related,Java software programming,Easy,Pop: Java software programming: Web programming
JAVA:673,Pop,JAVA:708,concept,related,Java software programming,Easy,Pop: Java software programming: Web programming
JAVA:675,Primitive Types,JAVA:644,concept,related,Java software programming,Easy,Primitive Types: Java software programming: Web programming
JAVA:676,Primitive Types,JAVA:69,concept,related,Java software programming,Easy,Primitive Types: Java software programming: Web programming
JAVA:677,Primitive Types,JAVA:433,concept,subconcept of,Java software programming,Easy,Primitive Types: Java software programming: Web programming
JAVA:678,Priority Queue,JAVA:708,concept,subconcept of,Java software programming,Easy,Priority Queue: Java software programming: Web programming
JAVA:679,Private,JAVA:581,concept,subconcept of,Java software programming,Easy,Private: Java software programming: Web programming
JAVA:680,Programming in Java,JAVA:993,concept,subconcept of,Java software programming,Easy,Programming in Java: Java software programming: Web programming
JAVA:681,Programming Language,JAVA:993,concept,subconcept of,Java software programming,Easy,Programming Language: Java software programming: Web programming
JAVA:682,Programming Paradigm,JAVA:993,concept,subconcept of,Java software programming,Easy,Programming Paradigm: Java software programming: Web programming
